TIMETABLE I SEM 2025 -26,,,,,,,,,,,,
,,,,,,,Subhash Narayan Karbelkar,G205,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L6,Sashideep Gutti,G206,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Sashideep Gutti,G206,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L7,Swastik Bhattacharya,G207,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Swastik Bhattacharya,G207,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,T1,Satya Narayana Murthy Vemulapati,G201,M,1,,
,,,,,,T2,Asrarul Haque,G202,M,1,,
,,,,,,T3,Rickmoy Samanta,G203,M,1,,
,,,,,,T4,Tanay Nag,G204,M,1,,
,,,,,,T5,Subhash Narayan Karbelkar,G205,M,1,,
,,,,,,T6,Sashideep Gutti,G206,M,1,,
,,,,,,T7,Swastik Bhattacharya,G102,M,1,,
1080,EEE F214,ELECTRONIC DEVICES,3,0,3,L1,PARIKSHIT PARSHURAM SAHATIYA,F105,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Parikshit Parshuram Sahatiya,F105,W,10,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,L2,Sayan Kanungo,F104,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Sayan Kanungo,F104,W,10,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,T1,Parikshit Parshuram Sahatiya,I210,W,1,,
,,,,,,,O V Vishnu Vardhan Koundinya,,,,,
,,,,,,T2,Sayan Kanungo,I210,F,1,,
,,,,,,,Banala Rathan Kumar,,,,,
,,,,,,T3,Pritesh Kumar Yadav,I213,W,1,,
,,,,,,,Trivedi Nandini Ashokkumar,,,,,
,,,,,,T4,Sumit Kumar Chatterjee,I212,W,1,,
,,,,,,T5,Sumit Kumar Chatterjee,I212,F,1,,
,,,,,,T6,Sumit Kumar Chatterjee,I211,W,7,,
,,,,,,T7,Pritesh Kumar Yadav,I211,F,1,,
1079,EEE F215,DIGITAL DESIGN,3,1,4,L1,S GURUNARAYANAN,F102,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,L2,Prasant Kumar Pattnaik,F105,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,L3,Meera Kumari,F103,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,T1,Meera Kumari,G202,T,10,,
,,,,,,T2,Meera Kumari,G202,Th,10,,
,,,,,,T3,Prasant Kumar Pattnaik,G203,T,10,,
,,,,,,T4,Prasant Kumar Pattnaik,G203,Th,10,,
,,,,,,T5,Amit Kumar Panda,G204,T,10,,
,,,,,,T6,Soumya J,G204,Th,10,,
,,,,,,T7,Pranay Agarwal,G206,T,10,,
,,,,,,T8,Amit Kumar Panda,G206,Th,10,,
,,,,,,T9,Aalelai Vendhan M,G207,T,10,,
,,,,,,T10,Aalelai Vendhan M,G208,Th,10,,
,,,,,,P1,Kanika,I012,M,67,,
,,,,,,,Himanshu Singh,,,,,
,,,,,,,Nishchitha N K,,,,,
,,,,,,P2,Kanika,I012,W,67,,
,,,,,,,Gowthampolumati,,,,,
,,,,,,,Mou Sarkar,,,,,
,,,,,,P3,Prasant Kumar Pattnaik,I012,T,67,,
,,,,,,,Nishchitha N K,,,,,
,,,,,,,Sohel Siraj,,,,,
,,,,,,P4,Pranay Agarwal,I012,Th,67,,
,,,,,,,Sagnik Kundu,,,,,
,,,,,,,Yuvraj Maphrio Mao,,,,,
,,,,,,P5,Surya Shankar Dan,I013,M,67,,
,,,,,,,Baishali Paul,,,,,
,,,,,,,Sagnik Kundu,,,,,
,,,,,,P6,Chetan Kumar Vudadha,I012,M,23,,
,,,,,,,Abbidi Shivani Reddy,,,,,
,,,,,,,Aditi Sood,,,,,
,,,,,,P7,Meera Kumari,I013,Th,67,,
,,,,,,,Aditi Sood,,,,,
,,,,,,,Amgith G S,,,,,
,,,,,,P8,Meera Kumari,I013,T,67,,
,,,,,,,Kandi Mounika,,,,,
,,,,,,,Mou Sarkar,,,,,
,,,,,,P9,Himanshu Singh,I013,W,23,,
,,,,,,,Nongthombam Joychandra Singh,,,,,
,,,,,,P10,Gowthampolumati,I013,M,23,,
,,,,,,,Isha Basumatary,,,,,
,,,,,,P11,Sohel Siraj,I013,F,23,,
,,,,,,,Soppari Nithesh,,,,,
,,,,,,P12,Yadav Shubham Deepak,I012,T,45,,
,,,,,,,Yuvraj Maphrio Mao,,,,,
,,,,,,P13,Baishali Paul,I013,W,67,,
,,,,,,,Yadav Shubham Deepak,,,,,
,,,,,,P14,Abbidi Shivani Reddy,I013,T,45,,
,,,,,,,Soppari Nithesh,,,,,
,,,,,,P15,Amgith G S,I012,W,23,,
,,,,,,,Isha Basumatary,,,,,
,,,,,,P16,Nongthombam Joychandra Singh,I012,F,23,,
,,,,,,,Kandi Mounika,,,,,
1657,EEE F266,STUDY PROJECT,0,0,3,,Sumit Kumar Chatterjee,,,,,
1242,EEE F311,COMMUNICATION SYSTEMS,3,1,4,L1,RUNA KUMARI,F104,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
,,,,,,L2,Subhradeep Pal,F103,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
,,,,,,T1,Runa Kumari,I210,T,7,,
,,,,,,T2,Runa Kumari,I210,Th,7,,
,,,,,,T3,Subhradeep Pal,I211,T,7,,
,,,,,,T4,Rajesh Kumar Tripathy,I211,Th,7,,
,,,,,,T5,Prashant K Wali,I212,T,7,,
,,,,,,P1,Runa Kumari,H106,F,78,,
,,,,,,,K Madhavi,,,,,
,,,,,,,M S Vaishnavi,,,,,
,,,,,,P2,Prashant K Wali,H106,Th,89,,
,,,,,,,Chenna Suresh Kumar,,,,,
,,,,,,,K Madhavi,,,,,
,,,,,,P3,Rajesh Kumar Tripathy,H106,W,89,,
,,,,,,,Amrutha Lahari Sree Rama,,,,,
,,,,,,,Chinthapalli Amulya,,,,,
,,,,,,,Keerthi C J,,,,,
,,,,,,P4,M S Vaishnavi,H106,M,89,,
,,,,,,,Dasari Bujji Babu,,,,,
,,,,,,P5,Chenna Suresh Kumar,H106,T,89,,
,,,,,,,Chinthapalli Amulya,,,,,
,,,,,,P6,Dasari Bujji Babu,H106,F,910,,
,,,,,,,Amrutha Lahari Sree Rama,,,,,
,,,,,,,Keerthi C J,,,,,
1243,EEE F313,ANALOG & DIGITAL VLSI DES,3,0,3,L1,SURYA SHANKAR DAN,F105,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,,Surya Shankar Dan,F105,W,7,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,T1,Surya Shankar Dan,I114,T,7,,
,,,,,,,Suhaib Imtiyaz,,,,,
,,,,,,T2,Surya Shankar Dan,I114,Th,7,,
,,,,,,,Ankit Patil,,,,,
,,,,,,T3,Syed Ershad Ahmed,I122,T,7,,
,,,,,,T4,Syed Ershad Ahmed,I122,Th,7,,
2827,EEE F314,FPGA BASED SYSTEM DESIGN,1,2,3,L1,NIRANJAN RAJ,I112,Th,10,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Niranjan Raj,J105,M T,89,,
,,,,,,,Chinnamadhavi Vakalagadda,,,,,
1731,EEE F366,LABORATORY PROJECT,0,0,3,,Sourav Nandi,,,,,
1742,EEE F367,LABORATORY PROJECT,0,0,3,,Sourav Nandi,,,,,
1691,EEE F376,DESIGN PROJECT,0,0,3,,Sourav Nandi,,,,,
1758,EEE F377,DESIGN PROJECT,0,0,3,,Sourav Nandi,,,,,
2288,EEE F411,INTERNET OF THINGS,3,1,4,L1,RAVIKIRAN YELESWARAPU,F103,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Ravikiran Yeleswarapu,F103,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,P1,Ravikiran Yeleswarapu,J105,W,89,,
,,,,,,,Ritesh Kumar Singh,,,,,
,,,,,,,Sen Granthana,,,,,
,,,,,,P2,Ravikiran Yeleswarapu,J105,Th,89,,
,,,,,,,Ritesh Kumar Singh,,,,,
,,,,,,,Sen Granthana,,,,,
1254,EEE F422,MODERN CONTROL SYSTEMS,3,0,3,L1,JOYJIT MUKHERJEE,F107,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1256,EEE F434,DIGITAL SIGNAL PROCESS,3,1,4,L1,BVVSN PRABHAKAR RAO,F106,T Th,5,09/10 - 1.30 - 3.00PM,09/12 FN
,,,,,,,Bvvsn Prabhakar Rao,F106,M,7,09/10 - 1.30 - 3.00PM,09/12 FN
,,,,,,T1,Bvvsn Prabhakar Rao,I122,T,1,,
,,,,,,T2,Venkateswaran Rajagopalan,I122,Th,1,,
,,,,,,T3,Subhendu Kumar Sahoo,I222,T,10,,
,,,,,,P1,Venkateswaran Rajagopalan,I011,M,89,,
,,,,,,,Krishnapriya G B,,,,,
,,,,,,,Sajith Pm,,,,,
,,,,,,P2,Bvvsn Prabhakar Rao,I011,W,89,,
,,,,,,,Sreejith V,,,,,
,,,,,,,Tba. Eee,,,,,
,,,,,,P3,Parvathy Nair,I011,T,89,,
,,,,,,,Tba. Eee,,,,,
,,,,,,P4,Sajith Pm,I011,Th,89,,
,,,,,,,Tba. Eee,,,,,
,,,,,,P5,Krishnapriya G B,I011,F,78,,
,,,,,,,Parvathy Nair,,,,,
1257,EEE F435,DIGITAL IMAGE PROCESSING,3,0,3,L1,SUMIT KUMAR CHATTERJEE,F103,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Sumit Kumar Chatterjee,F103,W,10,,
2783,EEE F438,ELECTRIC VEHICLES,3,0,3,L1,PRATYUSH CHAKRABORTY,I213,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
,"ECE/EEE/INST
R",SPECIAL PROJECT,0,0,3,P1,STP SRINIVAS,,,,,
462,EEE G510,RF MICROELECTRONICS,3,2,5,L1,PRITESH KUMAR YADAV,I211,M W F,9,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,P1,Pritesh Kumar Yadav,K125,T,1011,,
,,,,,,,Pritesh Kumar Yadav,K125,M,1112,,
2916,EEE G511,"RF AND MICROWAVE CIRCUIT
DESIGN",3,2,5,L1,SOURAV NANDI,I212,M W F,2,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Lalit Kumar,,,,,
,,,,,,P1,Sourav Nandi,W101,W,89,,
,,,,,,,Mendhe Mrunali Vijay,,,,,
,,,,,,,Sourav Nandi,W101,F,1112,,
,,,,,,,Mendhe Mrunali Vijay,,,,,
324,EEE G512,EMBEDDED SYSTEM DESIGN,3,1,4,L1,SYED ERSHAD AHMED,I221,M W F,5,07/10 -  3.30 - 5.00PM,04/12 AN
,,,,,,P1,Syed Ershad Ahmed,J105,F,89,,
,,,,,,,Thalla Narasimha Swetha,,,,,
2511,EEE G513,"MACHINE LEARNING FOR
ELECTRONICS ENGINEERS",3,1,4,L1,VENKATESWARAN RAJAGOPALAN,I222,M W F,1,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Venkateswaran Rajagopalan,I011,T,67,,
,,,,,,,Sreejith V,,,,,
2917,EEE G515,REAL TIME EMBEDDED SYSTEMS,3,2,5,L1,SOUMYA J,I221,M W F,4,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,P1,Soumya J,J105,T Th,34,,
,,,,,,,Mekala Bindu Bhargavi,,,,,
2918,EEE G516,"SIGNAL THEORY AND
OPTIMIZATION",3,1,4,L1,PRASHANT K WALI,I222,M W F,4,11/10 -  1.30 - 3.00PM,13/12 FN
,,,,,,P1,Prashant K Wali,I221,M,1112,,
2940,EEE G539,"MODELLING & ANAL. OF ELEC.
MACH.",3,2,5,L1,STP SRINIVAS,I222,M W F,5,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Stp Srinivas,LAB,W F,89,,
,,,,,,,D Ramachandra Rao,,,,,
2175,EEE G547,DEVICE DRIVERS,3,2,5,L1,ANAKHI HAZARIKA,I210,T Th F,4,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,P1,Anakhi Hazarika,J105,F,1011,,
2126,EEE G559,ADV POWER ELECTRONICS,3,2,5,L1,NEHA TAK,I213,M W F,3,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,P1,Neha Tak,J114,T Th,89,,
,,,,,,,Hari Krishna G,,,,,
712,EEE G591,OPTICAL COMMUNICATION,3,2,5,L1,BALASUBRAMANIAN MALAYAPPAN,I221,M W F,3,11/10 -  1.30 - 3.00PM,13/12 FN
,,,,,,P1,Balasubramanian Malayappan,W101,T Th,34,,
,,,,,,,Sanjana Mathew,,,,,
2144,EEE G593,POWER QUALITY,3,2,5,L1,ALIVELU MANGA PARIMI,I221,T Th,5,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Alivelu Manga Parimi,I221,F,7,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,P1,Alivelu Manga Parimi,W107,Th,23,,
,,,,,,,Durga K Prasad Gudavalli,,,,,
,,,,,,,Alivelu Manga Parimi,W107,M,89,,
,,,,,,,Durga K Prasad Gudavalli,,,,,
471,EEE G613,ADV DIGITAL SIGNAL PROC,3,2,5,L1,RAJESH KUMAR TRIPATHY,I222,T Th,2,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,,Rajesh Kumar Tripathy,I222,W,7,,
,,,,,,P1,Rajesh Kumar Tripathy,I011,T Th,34,,
2512,EEE G614,"ADVANCED WIRELESS
COMMUNICATIONS",3,2,5,L1,PRANAY AGARWAL,I211,M W F,4,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Pranay Agarwal,I211,Th,1112,,
80,EEE G622,"ADVANCED DIGITAL
COMMUNICATION",3,2,5,L1,NITISH KUMAR GUPTA,I222,T Th,5,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,,Nitish Kumar Gupta,I222,M,7,,
,,,,,,P1,Nitish Kumar Gupta,I222,T,1112,,
921,EEE G626,HARDWARE SOFTWARE CO-DSN,3,1,4,L1,AMIT KUMAR PANDA,I211,M W F,3,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,P1,Amit Kumar Panda,J105,M,1112,,
,,,,,,,Amit Kumar Srivastava,,,,,
,FIN F315,FINANCIAL MANAGEMENT,3,0,3,L1,SRAVANI BHARANDEV,F208,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
,FIN F311,DERIVATIVES & RISK MGMT,3,0,3,L1,CHINA HUSSAIN YAGANTI,F208,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,China Hussain Yaganti,F208,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
,FIN F313,SECUR ANAL & PORTFOL MGT,3,0,3,L1,SHREYA BISWAS,F208,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1942,FIN F414,"FINANCIAL RISK ANALYTICS AND
MANAGEMENT",3,0,3,L1,"VENKATA SUBRAHMANYAM
APPAKAYALA CHENCHU",F107,M W F,1,04/10 - 3.30 - 5.00PM,16/12 FN
1131,GS F212,ENVIRON DEV & CLIMATE,3,0,3,L1,LAVANYA SURESH,J107,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Lavanya Suresh,J107,W,10,11/10 - 1.30 - 3.00PM,13/12 FN
1135,GS F223,INTRO TO MASS COMM,3,0,3,L1,DEBAJIT BORA,J119,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
1170,GS F232,INTRODUCTORY PSYCHOLOGY,3,0,3,L1,MADHUSHREE CHAKRABARTY,J120,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
11161,GS F244,REPORT & WRITE FOR MEDIA,3,0,3,L1,DEBAJIT BORA,J218,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
1175,GS F331,TECH IN SOCIAL RESEARCH,3,0,3,L1,SARBANI BANERJEE BELUR,J121,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1177,GS F333,PUBLIC ADMINISTRATION,3,0,3,L1,LAVANYA SURESH,J107,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
1164,GS F342,COMPUTER MEDIATED COMM,3,0,3,L1,SANTOSH KUMAR MAHAPATRA,J120,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
2565,GS F345,CONSTITUTION OF INDIA,3,0,3,L1,SUCHISMITA SATPATHY,J119,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
1621,HSS F233,MAIN TRENDS IN IND HIST,3,0,3,L1,UFAQUE PAIKER,J206,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
1627,HSS F235,INTRODUCTORY PHILOSOPHY,3,0,3,L1,JAYESH A K,J214,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
2307,HSS F242,INTRODUCTION TO PHONOLOGY,3,0,3,L1,PRANESH BHARGAVA,J214,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
2308,HSS F243,"INTRODUCTION TO CRITICAL
PEDAGOGY",3,0,3,L1,SANTOSH KUMAR MAHAPATRA,J217,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Santosh Kumar Mahapatra,J217,W,10,11/10 - 1.30 - 3.00PM,13/12 FN
2319,HSS F244,CRIME AND NEW MEDIA,3,0,3,L1,SPANDAN BHATTACHARYA,J214,T Th,4,11/10 - 11.30 - 1.00PM,12/12 AN
,,,,,,,Spandan Bhattacharya,J214,F,10,11/10 - 11.30 - 1.00PM,12/12 AN
2321,HSS F246,PHILOSOPHY OF NAGARJUNA,3,0,3,L1,JAYESH A K,J218,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1776,HSS F266,STUDY PROJECT,0,0,3,,Spandan Bhattacharya,,,,,
1645,HSS F317,INTRO TO GLOBALIZATION,3,0,3,L1,KUNALJEET ROY,J218,T Th,4,11/10 - 11.30 - 1.00PM,12/12 AN
,,,,,,,Kunaljeet Roy,J218,F,10,11/10 - 11.30 - 1.00PM,12/12 AN
1647,HSS F318,INTRO TO ANTHROPOLOGY,3,0,3,L1,SUCHISMITA SATPATHY,J217,T Th,2,09/10 - 9.30 - 11.00AM,08/12FN
,,,,,,,Suchismita Satpathy,J217,M,10,09/10 - 9.30 - 11.00AM,08/12FN
1155,HSS F325,CINEMATIC ADAPTATION,3,0,3,L1,SHILPAA ANAND,J217,M W F,3,06/10 - 3.30 - 5.00PM,02/12 AN
1609,HSS F328,HUMAN RESOURCES DEV,3,0,3,L1,SWATI ALOK,J217,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1598,HSS F331,SANKARA'S THOUGHTS,3,0,3,L1,MAYA VINAI,J121,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Maya Vinai,J121,W,10,11/10 - 1.30 - 3.00PM,13/12 FN
1601,HSS F332,CINEMATIC ART,3,0,3,L1,SPANDAN BHATTACHARYA,J217,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
1605,HSS F336,MODERN FICTION,3,0,3,L1,VIJAY KUMAR TADAKAMALLA,J120,T Th,4,11/10 - 11.30 - 1.00PM,12/12 AN
,,,,,,,Vijay Kumar Tadakamalla,J120,F,10,11/10 - 11.30 - 1.00PM,12/12 AN
1606,HSS F337,"ENGLISH LITERARY FORMS AND
MOVEMENTS",3,0,3,L1,PRASUNA M G,J120,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
1607,HSS F338,COMPARATIVE INDIAN LIT,3,0,3,L1,PRASUNA M G,J115,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
1834,HSS F342,ADV COMMUNICATIVE ENG,3,0,3,L1,PRANESH BHARGAVA,J119,T Th,2,09/10 - 9.30 - 11.00AM,08/12FN
,,,,,,,Pranesh Bhargava,J119,M,10,,
1626,HSS F346,INTERNATIONAL RELATIONS,3,0,3,L1,KUNALJEET ROY,J206,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
2268,HSS F361,"URBAN POLICY AND
GOVERNANCE",3,0,3,L1,HARSH MITTAL,J121,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
2270,HSS F363,DISASTER AND DEVELOPMENT,3,0,3,L1,BISWANATH DASH,J217,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
2290,HSS F369,CASTE AND GENDER IN INDIA,3,0,3,L1,UFAQUE PAIKER,J115,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
2323,HSS F372,"INTRODUCTION TO SOCIAL
PSYCHOLOGY",3,0,3,L1,BIDISHA BANERJEE,J115,T Th,4,11/10 - 11.30 - 1.00PM,12/12 AN
,,,,,,,Bidisha Banerjee,J115,F,10,,
12525,HSS F375,Bus & Pol in Col & Pos Col Ind,3,0,3,L1,MADHAVI JHA,J107,T Th,4,11/10 - 11.30 - 1.00PM,12/12 AN
,,,,,,,Madhavi Jha,J107,F,10,,
2763,HSS F385,"MENTAL HEALTH LITERACY FOR
YOUTH",3,0,3,L1,BIDISHA BANERJEE,J107,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
2764,HSS F386,OCEAN HUMANITIES,3,0,3,L1,MAYA VINAI,I222,M W F,6,10/10 - 3.30 - 5.00PM,11/12 AN
2787,HSS F388,GANDHI IN LITERATURE,3,0,3,L1,VIJAY KUMAR TADAKAMALLA,J219,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
1096,INSTR F211,ELECTRICAL MACHINES,3,1,4,L1,ANKUR BHATTACHARJEE,F105,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Ankur Bhattacharjee,F105,M,10,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,L2,Stp Srinivas,F104,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Neha Tak,,,,,
,,,,,,,Stp Srinivas,F104,M,10,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Neha Tak,,,,,
,,,,,,T1,Ankur Bhattacharjee,I111,W,1,,
,,,,,,T2,Ankur Bhattacharjee,I111,F,1,,
,,,,,,T3,Stp Srinivas,I112,W,1,,
,,,,,,T4,Neha Tak,I112,F,1,,
,,,,,,T5,R N Ponnalagu,I113,W,1,,
,,,,,,T6,R N Ponnalagu,I113,F,1,,
,,,,,,T7,Pratyush Chakraborty,I114,W,1,,
,,,,,,T8,Pratyush Chakraborty,I114,F,1,,
,,,,,,P1,Ankur Bhattacharjee,W106,M,67,,
,,,,,,,Gorityala Aishvaria,,,,,
,,,,,,,Mahad Mohamud Uud,,,,,
,,,,,,P2,Joyjit Mukherjee,W106,T,67,,
,,,,,,,Mahad Mohamud Uud,,,,,
,,,,,,,Pragada Dheeraj Abhinav,,,,,
,,,,,,P3,Sudha Radhika,W106,W,67,,
,,,,,,,Danwada Sharanya,,,,,
,,,,,,,Avula Vijay Kumar,,,,,
,,,,,,P4,Pratyush Chakraborty,W106,Th,67,,
,,,,,,,Aabid Chandbasha Mulla,,,,,
,,,,,,,Abhinav Sharma,,,,,
,,,,,,P5,Gorityala Aishvaria,W106,M,23,,
,,,,,,,Krishna Tejus E M,,,,,
,,,,,,P6,Pragada Dheeraj Abhinav,W106,W,23,,
,,,,,,,Abhinav Sharma,,,,,
,,,,,,P7,Avula Vijay Kumar,W106,F,23,,
,,,,,,,Danwada Sharanya,,,,,
,,,,,,P8,Krishna Tejus E M,W106,T,45,,
,,,,,,,Aabid Chandbasha Mulla,,,,,
1097,INSTR F212,ELECTROMAGNETIC THEORY I,3,0,3,L1,"SATYA NARAYANA MURTHY
VEMULAPATI",G201,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Satya Narayana Murthy Vemulapati,G201,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L2,Asrarul Haque,G202,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Asrarul Haque,G202,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L3,Rickmoy Samanta,G203,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Rickmoy Samanta,G203,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L4,Tanay Nag,G204,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Tanay Nag,G204,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L5,Subhash Narayan Karbelkar,G205,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Subhash Narayan Karbelkar,G205,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L6,Sashideep Gutti,G206,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Sashideep Gutti,G206,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L7,Swastik Bhattacharya,G207,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Swastik Bhattacharya,G207,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,T1,Satya Narayana Murthy Vemulapati,G201,M,1,,
,,,,,,T2,Asrarul Haque,G202,M,1,,
,,,,,,T3,Rickmoy Samanta,G203,M,1,,
