TIMETABLE I SEM 2025 -26,,,,,,,,,,,,
1764,ME F377,DESIGN PROJECT,0,0,3,,Vuppuluri Amol,,,,,
2310,ME F425,ADDITIVE MANUFACTURING,3,0,3,L1,JEEVAN JAIDI,G204,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Jeevan Jaidi,G204,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
12768,ME F435,"SHAPE MEMORY ALLOYS FUND &
APP",2,1,3,L1,AMIT KUMAR GUPTA,F202,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,P1,Pardha Saradhi Gurugubelli Venkata,E004,F,89,,
1284,ME F443,QUALI CONTRO ASSUR & REL,3,0,3,L1,KURRA SURESH,G107,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Kurra Suresh,G107,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
1286,ME F452,COMPOSITE MATERIAL & DES,3,0,3,L1,PAVAN KUMAR PENUMAKALA,G107,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Rama  Manohara Babu M,,,,,
,,,,,,,Pavan Kumar Penumakala,G107,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
,,,,,,,Rama  Manohara Babu M,,,,,
,ME F491,SPECIAL PROJECT,0,0,3,P1,NAVEEN KUMAR SHRIVASTAVA,,,,,
741,ME G511,MECHANISMS & ROBOTICS,2,3,5,L1,ABHISHEK SARKAR,G201,M W F,3,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Karthy A,W203,W F,08/09/2010,,
322,ME G512,FINITE ELEMENT METHOD,3,2,5,L1,SRINIVASA PRAKASH REGALLA,G205,T Th,4,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,,Srinivasa Prakash Regalla,G205,W,7,,
,,,,,,P1,Pawar Prafulla Bhaskar,D208 B,F,67,,
,,,,,,,Pawar Prafulla Bhaskar,D208 B,M,89,,
2059,ME G513,HEATING & COOL OF BUILD,3,2,5,L1,R PARAMESHWARAN,G202,M W F,5,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Kolanu Sai Sandeep,E221,T Th,45,,
,,,,,,,R Parameshwaran,,,,,
2943,ME G517,APPLIED MATHEMATICS,3,2,5,L1,RAM CHANDRA MURTHY KALLURI,G101,T Th,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,,Ram Chandra Murthy Kalluri,G101,M,7,,
,,,,,,P1,Ram Chandra Murthy Kalluri,D208 B,T Th,89,,
2944,ME G518,"ADV. THERMO FOR SUST. ENER.
SYS.",3,2,5,L1,MORAPAKALA SRINIVAS,G202,M W F,4,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,P1,Morapakala Srinivas,LAB,T Th,34,,
,,,,,,,Meduri Sitaram,,,,,
2945,ME G519,ADVANCED FLUID DYNAMICS,3,2,5,L1,JEEVAN JAIDI,G207,M W F,3,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Jeevan Jaidi,E112,W F,67,,
,,,,,,,Bagadi Ramana Murthy,,,,,
262,ME G532,MACHINE TOOL ENGINEERING,3,2,5,L1,KUNDAN KUMAR SINGH,G202,M W F,3,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,P1,Sumitava Paul,W109,M W,1011,,
2098,ME G533,COND & RAD HEAT TRANSFER,3,2,5,L1,MRINAL KETAN JAGIRDAR,G205,M W F,2,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,P1,Sayan Das,E111,W F,89,,
,,,,,,,Meduri Sitaram,,,,,
2079,ME G535,ADV ENGG MATHEMATICS,3,2,5,L1,RAM CHANDRA MURTHY KALLURI,G101,T Th,5,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,,Ram Chandra Murthy Kalluri,G101,M,7,,
,,,,,,P1,Ram Chandra Murthy Kalluri,D208 B,T Th,89,,
740,ME G641,THEORY OF ELASTICITY & PLAST,3,2,5,L1,BRAJESH KUMAR PANIGRAHI,G104,T Th,2,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,,Brajesh Kumar Panigrahi,G104,F,10,,
,,,,,,P1,Gudlavalleti Deepak Kumar,E004,M Th,89,,
2967,MEL G528,DIGITAL VLSI DESIGN,3,2,5,L1,KANIKA,I212,M W F,3,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,Kanika,I124,T,78,,
,,,,,,,Anshul Awasthi,,,,,
,,,,,,P2,Anshul Awasthi,I124,Th,78,,
2064,MEL G624,ADV VLSI ARCHITECTURES,3,2,5,L1,SUBHENDU KUMAR SAHOO,I210,T Th,2,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,,Subhendu Kumar Sahoo,I210,F,10,,
,,,,,,P1,Subhendu Kumar Sahoo,I124,M W,78,,
,,,,,,,Pabbu Ramya Vani,,,,,
606,MEL G626,VLSI TEST & TESTABILITY,3,2,5,L1,NIRANJAN RAJ,I211,M W F,5,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,P1,Niranjan Raj,I124,T Th,34,,
,,,,,,,K Gopikrishna,,,,,
2966,MEL G627,VLSI FABRICATION TECHNOLOGY,3,2,5,L1,SANKET GOEL,J220,T Th,4,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Arindam Kushagra,,,,,
,,,,,,,Sanket Goel,J220,F,7,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Arindam Kushagra,,,,,
,,,,,,P1,Bishal Kumar Keshari,J204,M W,910,,
,,,,,,,Palavai Sowmya Sree,,,,,
744,MEL G631,"PHYSICS AND MODELLING OF
MICROELECTRONIC DEVICES",3,2,5,L1,SAYAN KANUNGO,I212,M W F,4,10/10 -  3.30 - 5.00PM,11/12 FN
,,,,,,P1,Parikshit Parshuram Sahatiya,J114,M F,12,,
,,,,,,,Naresh Bahadursha,,,,,
1402,MF F311,MECHATRONICS,2,1,3,L1,ARSHAD JAVED,G107,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
,,,,,,P1,Arshad Javed,W206B,Th,89,,
1418,MF F421,SUPPLY CHAIN MANAGEMENT,3,1,4,L1,PHANEENDRA KIRAN CHAGANTI,G207,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1024,MGTS F211,PRINCIPLES OF MANAGEMENT,3,0,3,L1,MUMHAMMED SAJID N,F108,M W F,9,07/10 -  9.30 - 11.00AM,03/12 FN
,,,,,,T1,Mou Jana,F108,M,7,,
12545,MGTS F313,"PRODUCT AND BRAND
MANAGEMENT",3,0,3,L1,MUMHAMMED SAJID N,J115,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
2548,MGTS F316,"MANAGERIAL & LEADERSHIP
SKILLS",3,0,3,L1,RAJASEKARAN RAGHUNATHAN,J119,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Rajasekaran Raghunathan,J119,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
369,MSE G511,MECHATRONICS,3,2,5,L1,ARSHAD JAVED,G107,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
,,,,,,P1,Arshad Javed,W206B,M Th,89,,
649,MSE G521,WORLD-CLASS MANUFACTUR,3,2,5,L1,RAVI SHANKER VIDYARTHY,G104,M W F,7,07/10 - 11.30 - 1.00PM,03/12 AN
,,,,,,P1,Kaleru Sai Kiran,W109,T Th,45,,
1086,PHA F211,PHARMACEUTICAL ANALYSIS,2,1,3,L1,BALARAM GHOSH,G203,M W,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,T1,Balaram Ghosh,G203,F,4,,
,,,,,,P1,Balaram Ghosh,A001E,T,910,,
,,,,,,,Ambati Himaja,,,,,
,,,,,,,Regula Sanjeev,,,,,
,,,,,,,Tonmoy Banerjee,,,,,
,,,,,,P2,Balaram Ghosh,A001E,Th,910,,
,,,,,,,Debojyoti Halder,,,,,
,,,,,,,Denishkumar Jayvadanbhai Prajapati,,,,,
,,,,,,,Sripathi Nikhitha,,,,,
,,,,,,,Venkatesh M,,,,,
1863,PHA F215,INTRODUCTION TO MOLECULAR BIO & IMMUNOLOGY,2,1,3,L1,KETAKI DEEPAK BELSARE,G203,T Th,3,11/10 -  3.30 - 5.00PM,13/12 AN
,,,,,,,Arti Dhar,,,,,
,,,,,,T1,Ketaki Deepak Belsare,G203,W,1,,
,,,,,,,Arti Dhar,,,,,
,,,,,,T2P1,Arti Dhar,A009,M,67,,
,,,,,,,Karnik Aaditi Sameer,,,,,
,,,,,,,Lahane Ganesh Panditrao,,,,,
,,,,,,,Mansi Satish Kale,,,,,
,,,,,,P2,Arti Dhar,A009,W,67,,
,,,,,,,Prafful Pradeep Kothari,,,,,
,,,,,,,Vesmaker Kushal Nalin,,,,,
2505,PHA F217,"PHARMACEUTICAL
MICROBIOLOGY",2,1,3,L1,DHARMARAJAN SRIRAM,G203,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,T1,Dharmarajan Sriram,G203,F,1,,
,,,,,,P1,Dharmarajan Sriram,A025,W,67,,
,,,,,,,Deepika K,,,,,
,,,,,,,Kendre Sandhya Rani,,,,,
,,,,,,P2,Dharmarajan Sriram,A025,M,67,,
,,,,,,,Anjana P K,,,,,
,,,,,,,Jegadheeswari V,,,,,
1294,PHA F244,PHYSICAL PHARMACY,2,1,3,L1,VENKATA VAMSI KRISHNA VENUGANTI,G203,M W,3,06/10 - 3.30 - 5.00PM,02/12 AN
,,,,,,T1,Venkata Vamsi Krishna Venuganti,G203,F,3,,
,,,,,,P1,Venkata Vamsi Krishna Venuganti,A001F,T,89,,
,,,,,,,Arawindh R,,,,,
,,,,,,,N/a,,,,,
,,,,,,,Rupal Kothari,,,,,
,,,,,,,Zinataman Sarkar,,,,,
,,,,,,P2,Venkata Vamsi Krishna Venuganti,A001F,Th,89,,
,,,,,,,Aditi Pradhan,,,,,
,,,,,,,Harshala Ramesh Patil,,,,,
,,,,,,,N/a,,,,,
,,,,,,,Shivani,,,,,
,,,,,,,Sonali Singh,,,,,
1665,PHA F266,STUDY PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
1295,PHA F311,PHARMACOLOGY I,2,1,3,L1,ONKAR P KULKARNI,G203,M W,5,08/10 - 1.30 - 3.00PM,06/12 FN
,,,,,,T1,Onkar P Kulkarni,G203,F,5,,
,,,,,,P1,Shrikant Ramesh Mulay,A009,T,89,,
,,,,,,,Aparajita Ghosh,,,,,
,,,,,,,More Sagar Anil,,,,,
,,,,,,,Revati Vijayrao Thakare,,,,,
,,,,,,P2,Shrikant Ramesh Mulay,A009,Th,89,,
,,,,,,,Abhipshit Kalita,,,,,
,,,,,,,Vipparthi Pravinkumar Ganesh,,,,,
1297,PHA F312,MEDICINAL CHEMISTRY I,2,1,3,L1,VIJAY KUMAR NIMBARTE,G203,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,,P Yogeeswari,,,,,
,,,,,,T1,Vijay Kumar Nimbarte,G203,M,8,,
,,,,,,,P Yogeeswari,,,,,
,,,,,,P1,Vijay Kumar Nimbarte,A025,W,89,,
,,,,,,,Darakhshan Begum,,,,,
,,,,,,,Deepu Raveend,,,,,
,,,,,,,Hruta Sundar Swain,,,,,
,,,,,,,P Yogeeswari,,,,,
,,,,,,P2,Vijay Kumar Nimbarte,A025,F,910,,
,,,,,,,Choudhary Heena Bholaram,,,,,
,,,,,,,P Yogeeswari,,,,,
,,,,,,,Shreya Shrikant Sonak,,,,,
,,,,,,,Siddharth Raj,,,,,
2506,PHA F315,"PHARMACEUTICAL
FORMULATIONS II",2,1,3,L1,NIRMAL JAYABALAN,G203,T Th,5,09/10 - 1.30 - 3.00PM,09/12 FN
,,,,,,T1,Nirmal Jayabalan,G203,M,7,,
,,,,,,P1,Nirmal Jayabalan,A022,W,89,,
,,,,,,,Manthan S Hiremath,,,,,
,,,,,,,Mhamane Shruti Rajendranath,,,,,
,,,,,,,Nitin Khandagale,,,,,
,,,,,,,Susmit Prashant Nikam,,,,,
,,,,,,P2,Nirmal Jayabalan,A022,F,910,,
,,,,,,,Sai Shreya Cheruvu Sai Shreya Cheruvu,,,,,
,,,,,,,Savla Raj,,,,,
1682,PHA F366,LABORATORY PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
1750,PHA F367,LABORATORY PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
1699,PHA F376,DESIGN PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
1766,PHA F377,DESIGN PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
1305,PHA F415,PATHOPHYSIOLOGY,3,0,3,L1,ABHIJEET RAJENDRA JOSHI,G201,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
1308,PHA F422,COSMETIC SCIENCE,2,1,3,L1,SWATI BISWAS,G201,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,P1,Swati Biswas,A001F,F,78,,
,,,,,,,Are Varshini,,,,,
,,,,,,,Saptami Goswami,,,,,
,,,,,,,Sneha Das,,,,,
,,,,,,,Swapnil Subhash Gore,,,,,
,PHA F491,SPECIAL PROJECT,0,0,3,,Abhijeet Rajendra Joshi,,,,,
2382,PHA G535,BIOMATERIALS,3,0,5,L1,NIRMAL JAYABALAN,G106,M W F,4,07/10 -  3.30 - 5.00PM,04/12 AN
,,,,,,,Satyanarayana Subrahmanyam,,,,,
2384,PHA G537,"PARENTERAL PRODUCT
DEVELOPMENT",3,0,5,L1,AKASH CHAURASIYA,G106,M W F,3,10/10 -  3.30 - 5.00PM,11/12 FN
2385,PHA G538,IMMUNOPHARMACOLOGY,3,2,5,L1,ONKAR P KULKARNI,G206,T Th,3,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,,Onkar P Kulkarni,G206,F,10,,
2387,PHA G540,"MODERN PHARMACEUTICAL
ANALYTICAL TECHNIQUES",3,1,4,L1,A SAJELI BEGUM,G106,M W F,2,08/10 -  1.30 - 3.00PM,06/12 FN
,,,,,,P1,A Sajeli Begum,B108,F,6 7 8 9,,
,,,,,,,Chanchlani Bhavesha Premchand Banu,,,,,
,,,,,,,Erram Venkatesh,,,,,
,,,,,,,Gupta Suraj Pyarelal Meena,,,,,
,,,,,,,Mogapothula Surya Teja,,,,,
,,,,,,,Paulkar Suraj Shrihari,,,,,
,,,,,,,Pillai Yadu Kamesh Usha,,,,,
,,,,,,,Tamizhmathy M,,,,,
653,PHA G542,ADVANCE PHYSICAL PHARMA,3,2,5,L1,VENKATA VAMSI KRISHNA VENUGANTI,G106,T Th,4,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,,Venkata Vamsi Krishna Venuganti,G106,M,7,,
,,,,,,P1,Venkata Vamsi Krishna Venuganti,A001F,W,6 7 8 9,,
,,,,,,,Anirban Pal,,,,,
,,,,,,,Naik Sharayu Sunil Jyoti,,,,,
,,,,,,,Shishira P S,,,,,
55,PHA G543,CLINICAL RESEARCH,3,0,5,L1,ARTI DHAR,G104,T Th,5,07/10 -  3.30 - 5.00PM,04/12 AN
,,,,,,,Arti Dhar,G104,M,10,,
2132,PHA G545,IPR AND PHARMACEUTICALS,3,0,3,L1,P YOGEESWARI,G105,M W F,2,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,,Satyanarayana Subrahmanyam,,,,,
2293,PHA G547,"QUALI-BY-DESIGN IN
PHARMACEUTICAL PROD DEVEL",3,2,5,L1,PUNNA RAO RAVI,G206,M W F,3,10/10 - 11.30 - 1.00PM,10/12 AN
,,,,,,P1,Punna Rao Ravi,A022,M,6 7 8 9,,
,,,,,,,S R Rashmi,,,,,
2105,PHA G619,SCR METHOD & TECH IN PHA,3,2,5,L1,K SRINIVASA PRASAD,G205,M W F,3,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,P1,K Srinivasa Prasad,A001G,T Th,89,,
,,,,,,,Shreesha Hegde,,,,,
,,,,,,,Sonam Dolma,,,,,
,,,,,,,Wadkar Avinash Rudrappa (sangita),,,,,
2391,PHA G625,"CELLULAR AND MOLECULAR
PHARMACOLOGY",3,2,5,L1,ABHIJEET RAJENDRA JOSHI,G206,M W F,5,10/10 -  3.30 - 5.00PM,11/12 FN
2392,PHA G626,PHARMACOVIGILANCE,3,0,4,L1,SHRIKANT RAMESH MULAY,G106,T Th,5,10/10 - 11.30 - 1.00PM,10/12 AN
,,,,,,,Shrikant Ramesh Mulay,G106,W,8,,
721,PHA G632,DOSAGE FORM DESIGN,3,2,5,L1,PUNNA RAO RAVI,G106,T Th,3,09/10 -  1.30 - 3.00PM,09/12 FN
,,,,,,,Punna Rao Ravi,G108,T,5,,
,,,,,,P1,Punna Rao Ravi,A022,T Th,89,,
,,,,,,,Gatade Ketki Umesh,,,,,
,,,,,,,Girish Sh,,,,,
2891,PHY F101,OSCILLATIONS AND WAVES,2,1,3,L1,Sarmistha Banik,F104,T Th,5,08/10 - 3.30 - 5.00PM,06/12 AN
,,,,,,,Meenakshi V,,,,,
,,,,,,L2,Sarmistha Banik,F102,M,9,08/10 - 3.30 - 5.00PM,06/12 AN
,,,,,,,Meenakshi V,,,,,
,,,,,,,Sarmistha Banik,F102,F,10,,
,,,,,,,Meenakshi V,,,,,
,,,,,,T1,P K THIRUVIKRAMAN,G205,M,10,,
,,,,,,T2,P K Thiruvikraman,G205,W,10,,
,,,,,,T3,Manabendra Kuiri,I210,M,10,,
,,,,,,T4,Manabendra Kuiri,G206,W,10,,
,,,,,,T5,Debanjan Polley,G207,M,10,,
,,,,,,T6,Debanjan Polley,G207,W,10,,
,,,,,,T7,Sutapa Roy,F202,W,10,,
,,,,,,T8,Sutapa Roy,F202,M,10,,
,,,,,,T9,P K Thiruvikraman,G101,T,10,,
,,,,,,P1,Aranya Bhuti Bhattacharjee,A222,M,34,,
,,,,,,,Aswathy K R,,,,,
,,,,,,P2,Prasant Kumar Samantray,A222,W,34,,
,,,,,,,Lekshmi,,,,,
,,,,,,P3,Suvadip Das,A222,F,34,,
,,,,,,,Shyamapada Pal,,,,,
,,,,,,P4,Subhash Narayan Karbelkar,A222,T,34,,
,,,,,,,Tamali Mukherjee,,,,,
,,,,,,P5,Suvadip Das,A222,Th,910,,
,,,,,,,Aprajita Shrivastava,,,,,
,,,,,,P6,Sashideep Gutti,A222,Th,34,,
,,,,,,,Rakesh Kumar Jha,,,,,
,,,,,,P7,Subhadeep Roy,A222,W,78,,
,,,,,,,Anjali Vajigi,,,,,
,,,,,,P8,Sutapa Roy,A222,F,78,,
,,,,,,,John Paul J,,,,,
,,,,,,P9,Asrarul Haque,A222,M,78,,
,,,,,,,Sudev Krishnan K,,,,,
,,,,,,P10,"Venkata Sesha Shiv Chaitanya
Kamarajugadda",A222,Th,78,,
,,,,,,,Urjjarani Patel,,,,,
2892,PHY F102,"INTRODUCTION TO OSCILLATIONS
AND WAVES",2,1,3,L1,RAHUL NIGAM,G107,T Th,5,08/10 - 3.30 - 5.00PM,06/12 AN
,,,,,,,Rahul Nigam,G107,F,10,08/10 - 3.30 - 5.00PM,06/12 AN
,,,,,,T1,Kulkarni Akshay Avinash Asmita,F204,M,10,,
,,,,,,P1,SARMISTHA BANIK,A222,T,89,,
1126,PHY F211,CLASSICAL MECHANICS,3,1,4,L1,ARAVINDA NARAYANAN RAGHAVAN,G201,T Th,2,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,,Aravinda Narayanan Raghavan,G201,M,10,09/10 - 11.30 - 1.00PM,08/12 AN
,,,,,,T1,Aravinda Narayanan Raghavan,G201,W,10,,
1127,PHY F212,ELECTROMAGNETIC THEO I,3,0,3,L1,"SATYA NARAYANA MURTHY
VEMULAPATI",G201,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Satya Narayana Murthy Vemulapati,G201,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L2,Asrarul Haque,G202,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Asrarul Haque,G202,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L3,Rickmoy Samanta,G203,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Rickmoy Samanta,G203,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L4,Tanay Nag,G204,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Tanay Nag,G204,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L5,Subhash Narayan Karbelkar,G205,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Subhash Narayan Karbelkar,G205,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L6,Sashideep Gutti,G206,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Sashideep Gutti,G206,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,L7,Swastik Bhattacharya,G207,F,7,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,,Swastik Bhattacharya,G207,T Th,9,10/10 -  9.30 - 11.00AM,10/12 FN
,,,,,,T1,Satya Narayana Murthy Vemulapati,G201,M,1,,
,,,,,,T2,Asrarul Haque,G202,M,1,,
,,,,,,T3,Rickmoy Samanta,G203,M,1,,
,,,,,,T4,Tanay Nag,G204,M,1,,
,,,,,,T5,Subhash Narayan Karbelkar,G205,M,1,,
,,,,,,T6,Sashideep Gutti,G206,M,1,,
,,,,,,T7,Swastik Bhattacharya,G102,M,1,,
1128,PHY F213,OPTICS,3,0,3,L1,MEENAKSHI V,G201,M W F,4,08/10 - 11.30 - 1.00PM,05/12 AN
,,,,,,T1,Meenakshi V,G201,T,10,,
1129,PHY F214,ELEC MAGNET & OPTICS LAB,0,2,2,P1,KANNAN RAMASWAMY,A210,M W,67,,
,,,,,,,Gourab Kumar Das,,,,,
,,,,,,,Subrahmanya Bhima Sankar Davuluri,,,,,
,,,,,,P2,B. Harihara Venkataraman,A210,T Th,67,,
,,,,,,,Debanjan Polley,,,,,
,,,,,,,Risita Sahu,,,,,
1666,PHY F266,STUDY PROJECT,0,0,3,,Sutapa Roy,,,,,
1486,PHY F311,QUANTUM MECHANICS II,3,0,3,L1,RAHUL NIGAM,G201,M W F,8,06/10 - 11.30 - 1.00PM,01/12 AN
,,,,,,T1,Rahul Nigam,G201,T,1,,
,,,,,,,Sai Ruthvik Svs,,,,,
1487,PHY F312,STATISTICAL MECHANICS,3,0,3,L1,PRASANT KUMAR SAMANTRAY,G201,M W F,9,07/10 - 3.30 - 5.00PM,04/12 AN
,,,,,,T1,Prasant Kumar Samantray,G201,Th,8,,
,,,,,,,Pritam Roy,,,,,
1488,PHY F313,COMPUTATIONAL PHYSICS,3,0,3,L1,SUBHADEEP ROY,G201,T Th,4,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,,Subhadeep Roy,G201,F,10,11/10 - 9.30 - 11.00AM,12/12 FN
,,,,,,T1,Subhadeep Roy,G201,T,8,,
,,,,,,,Viswakannan R K,,,,,
2192,PHY F316,MUSICAL ACOUSTICS,3,0,3,L1,"VENKATA SESHA SHIV CHAITANYA
KAMARAJUGADDA",G202,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
12634,PHY F318,ATOMS AND PHOTONS,3,0,3,L1,"SUBRAHMANYA BHIMA SANKAR
DAVULURI",G208,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
2448,PHY F346,LASER SCIENCE & TECHNOLOGY,3,0,3,L1,ARANYA BHUTI BHATTACHARJEE,G202,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,Aranya Bhuti Bhattacharjee,G202,M,10,09/10 - 9.30 - 11.00AM,08/12 FN
1683,PHY F366,LABORATORY PROJECT,0,0,3,,Debanjan Polley,,,,,
1751,PHY F367,LABORATORY PROJECT,0,0,3,,Debanjan Polley,,,,,
1700,PHY F376,DESIGN PROJECT,0,0,3,,Sashideep Gutti,,,,,
1767,PHY F377,DESIGN PROJECT,0,0,3,,Sashideep Gutti,,,,,
1497,PHY F414,"PHYSICS OF ADVANCED
MATERIALS",3,1,4,L1,SUVADIP DAS,G202,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Suvadip Das,G202,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
1498,PHY F415,"GENERAL THEORY OF RELATIVITY
AND COSMOLOGY",3,1,4,L1,RICKMOY SAMANTA,F202,M W F,4,08/10 - 9.30 - 11.00AM,05/12 FN
1505,PHY F421,ADV QUANTUM MECHANICS,3,0,3,L1,ASRARUL HAQUE,G208,T Th,3,11/10 - 1.30 - 3.00PM,13/12 FN
,,,,,,,Asrarul Haque,G208,W,10,11/10 - 3.30 - 5.00PM,13/12 FN
1509,PHY F426,PHY OF SEMICONDUCTOR DEV,3,1,4,L1,MANABENDRA KUIRI,G206,M W F,2,10/10 - 11.30 - 1.00PM,10/12 AN
12327,PHY F428,"QUANTUM INFORMATION
THEORY",3,0,3,L1,Swastik Bhattacharya,G206,T Th,2,09/10 - 9.30 - 11.00AM,08/12 FN
,,,,,,,TANAY NAG,,,,,
,,,,,,,Swastik Bhattacharya,G206,M,10,06/10 -  9.30 - 11.00AM,01/12 FN
,,,,,,,Tanay Nag,,,,,
,PHY F491,SPECIAL PROJECT,0,0,3,,Sarmistha Banik,,,,,
